,user_id,location_id,latitude,longitude,previous,categorie,categorie_id,borough_id,area_id
16512,69,2472,-73.982205,40.740015,714,Bar,103,1,137
16516,155,5009,-74.000588,40.742593,5006,Bar,200,1,68
16517,37,2162,-73.82426211,40.8360806,2171,Home (private),6,2,58
16519,124,4458,-73.93010371,40.70310011,1293,Home (private),6,3,37
16520,20,1490,-73.95361626,40.69655801,179,Home (private),6,3,17
16523,9,923,-73.97330761,40.79285636,909,Drugstore / Pharmacy,7,1,238
16528,9,740,-73.95039082,40.82650767,923,Subway,0,1,116
16529,93,3889,-73.98721829,40.76034689,691,Bar,151,1,230
16530,49,2608,-73.86102775,40.86614982,2584,Drugstore / Pharmacy,7,2,3
16533,9,904,-73.94511224,40.82844242,740,Deli / Bodega,9,1,116
16536,93,3741,-73.98701743,40.76421263,3889,Bar,200,1,48
16537,101,4046,-73.97957376,40.76205577,4057,Indian Restaurant,214,1,230
16541,109,4199,-74.00022247,40.72868614,4207,Bar,117,1,114
16545,98,3942,-73.93062324,40.8515918,3941,Residential Building (Apartment / Condo),17,1,243
16547,105,4106,-73.96233803,40.79481299,556,Residential Building (Apartment / Condo),17,1,43
16552,155,5010,-74.00017656,40.7339548,5009,Bar,200,1,249
16557,25,1688,-73.792836,40.780227,1699,Road,11,4,15
16558,50,2633,-73.80785996,40.78686922,931,Beach,268,4,252
16560,250,4677,-73.95784374,40.67230729,6156,Beer Garden,165,3,61
16561,80,3539,-73.96439015,40.67197465,2308,Subway,0,3,190
16562,209,5742,-73.97712596,40.73944139,551,Home (private),6,1,137
16563,250,6156,-73.96537147,40.66855421,4677,Home (private),6,3,190
16565,69,3250,-73.98089379,40.73792026,2472,Diner,14,1,107
16567,43,1036,-73.90266895,40.64609878,2392,Subway,0,3,39
16568,2,165,-73.94424319,40.80036117,281,Office,76,1,74
16569,43,2400,-73.90576441,40.64060641,1036,Bus Station,5,3,39
16570,2,281,-73.98501277,40.68847685,165,Subway,0,3,25
16573,2,186,-73.97815704,40.63554789,281,Subway,0,3,133
16574,99,3554,-73.86267185,40.88357191,865,Subway,0,2,254
16575,3,337,-73.87085335,40.67295263,322,Chinese Restaurant,10,3,76
16577,80,3542,-73.98165136,40.57683702,3539,Neighborhood,4,3,55
16582,131,1750,-73.96150857,40.6552623,4607,Subway,0,3,188
16583,38,2192,-74.08288386,40.62578449,2232,Home (private),6,5,221
16589,23,1620,-73.78896895,40.7619429,1633,Home (private),6,4,9
16591,193,5542,-73.98356824,40.73018616,2947,Bar,44,1,79
16592,83,3616,-73.98225397,40.7475061,2440,College Academic Building,277,1,164
16598,41,2347,-73.984546,40.730959,2346,Italian Restaurant,158,1,79
16599,105,4118,-73.97571695,40.78534773,4106,Church,160,1,239
16601,98,3969,-73.92832695,40.85173713,3942,Deli / Bodega,9,1,243
16607,26,1729,-73.93010371,40.86107855,439,Home (private),6,1,243
16608,9,931,-73.84606361,40.75645736,906,Stadium,184,4,93
16610,35,2138,-73.83488953,40.7817,2124,Bus Station,30,4,252
16611,176,5330,-73.99474919,40.72468946,5336,Gastropub,139,1,144
16613,161,5107,-73.90039035,40.85758799,5094,Salon / Barbershop,70,2,94
16615,35,2139,-73.80240855,40.76354086,2138,Bus Station,5,4,171
16616,92,3861,-73.95988714,40.75778756,3845,Garden,95,1,229
16618,98,177,-73.99040315,40.7352825,3969,Park,12,1,234
16622,35,2127,-73.77649938,40.78017497,2139,Clothing Store,227,4,15
16623,4,459,-73.90927814,40.76530461,458,Residential Building (Apartment / Condo),17,4,7
16626,25,286,-73.80902767,40.77943655,1688,Other Great Outdoors,1,4,252
16628,92,3859,-73.97603273,40.76074016,3861,Church,160,1,161
16629,118,4360,-73.84614944,40.75525456,4353,Sculpture Garden,121,4,93
16630,124,4467,-73.89207458,40.69182205,4458,Moving Target,24,4,96
16634,40,2312,-73.99873616,40.60509774,2311,Gift Shop,256,3,22
16637,40,2291,-73.9943288,40.60257677,2312,Drugstore / Pharmacy,7,3,22
16638,109,4207,-73.96661282,40.77792543,4199,Gym / Fitness Center,174,1,43
16639,83,92,-73.99357639,40.7507948,3616,Train Station,21,1,186
16641,35,2128,-73.77649784,40.78011898,2127,Bookstore,163,4,15
16642,69,3230,-73.98578927,40.74113604,3250,Coffee Shop,63,1,234
16643,26,1730,-73.95842347,40.81554068,1751,Subway,0,1,166
16645,3,341,-73.87149651,40.67287718,337,Gas Station / Garage,71,3,76
16650,193,2940,-73.98831323,40.72006791,5542,Bar,151,1,148
16651,20,268,-74.00755405,40.71037756,1504,Subway,0,1,209
16655,50,2652,-73.80516052,40.79133224,2628,Harbor / Marina,197,4,252
16656,35,2128,-73.77649784,40.78011898,2128,Bookstore,163,4,15
16658,138,539,-73.98186922,40.76803327,4729,Plaza,35,1,142
16659,4,459,-73.90927814,40.76530461,459,Residential Building (Apartment / Condo),17,4,7
16660,14,1244,-73.99070758,40.7308585,1239,Ramen /  Noodle House,86,1,113
16663,23,1633,-73.78727134,40.76420746,1619,Food & Drink Shop,27,4,16
16665,25,1716,-73.8236906,40.77570685,286,Other Great Outdoors,1,4,171
16666,98,3956,-73.99042638,40.71877542,177,Chinese Restaurant,10,1,148
16667,2,234,-73.98977637,40.67026755,188,Subway,0,3,106
16668,37,2171,-73.80350574,40.81010861,2184,Bar,151,2,208
16670,87,2136,-73.77615452,40.77985901,3701,Bakery,20,4,15
16672,98,3943,-73.9895598,40.72038389,3956,Italian Restaurant,158,1,148
16675,92,3862,-73.97573991,40.74433675,3859,Bus Station,5,1,137
16676,209,4663,-73.96870332,40.7575775,5742,Residential Building (Apartment / Condo),17,1,229
16678,161,5113,-73.90374341,40.85880524,5107,Government Building,55,2,94
16680,38,2209,-74.16687191,40.6278249,2229,Automotive Shop,68,5,156
16682,4,460,-73.9065883,40.7689159,459,Home (private),6,4,223
16685,92,3863,-74.00415339,40.75174676,3862,Bar,200,1,246
16690,138,4741,-73.93820082,40.84349138,539,Food & Drink Shop,27,1,244
16692,161,5114,-73.94630621,40.83566737,5113,Residential Building (Apartment / Condo),17,1,244
16693,99,3990,-73.99299502,40.75254816,3985,Coffee Shop,63,1,100
16695,49,2609,-73.85832864,40.86534258,2608,Food & Drink Shop,27,2,3
16703,138,305,-73.93697977,40.84894322,4741,Neighborhood,4,1,244
16704,50,2644,-73.80897435,40.78522708,2652,Church,160,4,252
16706,9,941,-73.84554863,40.75460438,931,Subway,0,4,93
16707,115,1504,-74.01606043,40.71333351,4289,Plaza,35,1,13
16710,131,548,-74.00519371,40.74706189,1750,Park,12,1,246
16715,20,1498,-73.95361626,40.69655801,1490,Home (private),6,3,17
16716,131,4623,-73.99020553,40.73714481,548,Mexican Restaurant,88,1,234
16719,115,229,-74.01118577,40.70919832,1504,Park,12,1,261
16720,131,3998,-73.99101958,40.72988184,4623,Plaza,35,1,113
16723,115,4304,-74.0108329,40.7071022,229,Financial or Legal Service,289,1,87
16724,124,4467,-73.89207458,40.69182205,4467,Moving Target,24,4,96
16725,20,1518,-73.96666576,40.69339794,1498,Chinese Restaurant,10,3,49
16726,9,915,-73.95093853,40.825898,941,Bank,29,1,116
16727,161,5110,-73.94733371,40.83655769,5114,Animal Shelter,322,1,244
16728,117,4340,-73.98780941,40.72853349,4328,Burger Joint,73,1,79
16733,155,1767,-73.99962565,40.74359606,5002,American Restaurant,41,1,90
16734,80,249,-73.80771875,40.70095931,205,Subway,0,4,130
16736,115,4294,-74.013553,40.702696,4304,Office,52,1,88
16737,161,1177,-73.87122,40.773839,5110,Airport,141,4,138
16738,105,4122,-73.98329276,40.75330986,4118,American Restaurant,41,1,164
16739,176,2084,-73.98632169,40.72748642,5330,Neighborhood,4,1,79
16740,25,1698,-73.80916391,40.78794867,1716,Mall,142,4,252
16741,50,2646,-73.8076973,40.74696435,2644,Park,12,4,192
16742,161,496,-73.78452301,40.64508936,1177,Airport,141,4,132
16743,80,231,-73.89155388,40.7468343,249,Subway,0,4,129
16744,80,1623,-73.86275768,40.7498254,231,Train Station,21,4,173
16746,57,2864,-73.98899738,40.76328323,1001,Burger Joint,73,1,48
16748,11,1021,-73.88737372,40.64244029,1077,Rest Area,80,3,39
16750,84,3648,-74.0144767,40.63434459,3648,Donut Shop,149,3,227
16752,57,1001,-73.98882151,40.76430758,2864,Bar,200,1,48
16753,226,496,-73.78452301,40.64508936,4003,Airport,141,4,132
16758,243,3574,-73.96151662,40.71917242,6087,Music Venue,101,3,255
16759,19,278,-73.92565146,40.8278609,1480,Subway,0,2,247
16762,80,3543,-73.84486125,40.75326795,1623,Bus Station,30,4,93
16764,115,2930,-73.98386478,40.73184425,4294,Pizza Place,2,1,79
16765,19,1468,-74.0105173,40.70964742,278,Coffee Shop,63,1,261
16766,230,5969,-73.98590326,40.7509389,5980,Residential Building (Apartment / Condo),17,1,164
16768,54,2771,-73.94186034,40.8331652,2771,Home (private),6,1,244
16770,25,1696,-73.78896895,40.78168478,1698,Home (private),6,4,15
16773,161,5107,-73.90039035,40.85758799,496,Salon / Barbershop,70,2,94
16775,27,1795,-73.96815232,40.76064197,1786,Spa / Massage,199,1,162
16776,80,1653,-73.90328983,40.74559767,3543,Subway,0,4,260
16779,6,711,-74.00714636,40.75455562,716,Airport,141,1,246
16780,124,4458,-73.93010371,40.70310011,4467,Home (private),6,3,37
16782,86,3667,-73.88307006,40.71616168,3676,Home (private),6,4,160
16783,27,1779,-73.967963,40.80232143,1795,Bar,151,1,24
16784,17,1410,-73.89585444,40.8548994,1387,Bus Station,5,2,94
16789,35,2102,-73.8477874,40.79012656,2128,Home (private),6,4,53
16792,17,1398,-73.866298,40.877675,1410,Subway,0,2,254
16793,127,2416,-73.98302876,40.77222744,4526,Plaza,35,1,142
16796,105,4111,-73.98814227,40.74590156,4122,Coffee Shop,63,1,164
16798,17,1368,-73.85429714,40.89832388,1398,Bus Station,30,2,259
16800,17,1412,-73.85726452,40.89330492,1368,Subway,0,2,254
16801,17,1370,-73.87049158,40.89674586,1412,Salon / Barbershop,70,2,259
16803,11,1044,-73.97259943,40.6956097,1020,Residential Building (Apartment / Condo),17,3,97
16804,11,1066,-73.971806,40.693233,1044,Deli / Bodega,9,3,97
16805,14,1239,-73.97928718,40.76224487,1244,Hotel,40,1,230
16806,27,1774,-73.96798611,40.80276513,1779,Deli / Bodega,9,1,24
16807,11,1020,-73.90067339,40.64365659,1066,Neighborhood,4,3,39
16808,150,4929,-74.000824,40.731575,4930,Diner,14,1,114
16810,115,4291,-73.97570547,40.73170296,2930,Temple,275,1,224
16811,80,1631,-73.85540552,40.75160843,1653,Train Station,21,4,57
16813,150,272,-74.00021553,40.73158409,4929,Subway,0,1,114
16816,4,415,-73.9065883,40.75903989,380,Home (private),6,4,260
16817,150,4930,-73.89482953,40.86590418,272,Home (private),6,2,18
16818,105,4112,-73.9850891,40.7590422,4111,Fast Food Restaurant,74,1,230
16823,19,229,-74.01118577,40.70919832,1469,Park,12,1,261
16825,9,919,-73.94561738,40.82731769,913,Deli / Bodega,9,1,116
16826,223,5892,-73.85417079,40.66328945,5890,Other Great Outdoors,96,4,124
16827,80,249,-73.80771875,40.70095931,1631,Subway,0,4,130
16837,4,413,-73.97362781,40.75304789,415,Office,52,1,162
16838,161,5103,-73.91548991,40.85050141,5107,Neighborhood,4,2,235
16840,54,2766,-73.98592472,40.77079185,2771,College Academic Building,277,1,142
16845,21,1537,-74.00687343,40.65546536,1528,Other Great Outdoors,1,3,228
16846,63,3043,-73.96144836,40.7984262,1223,Residential Building (Apartment / Condo),17,1,151
16848,76,3419,-73.94537055,40.65393404,3419,Medical Center,61,3,71
16849,19,1467,-73.917947,40.816188,229,Subway,0,2,159
16850,1,147,-73.86096458,40.83347541,146,Neighborhood,4,2,212
16851,223,5892,-73.85417079,40.66328945,5892,Other Great Outdoors,96,4,124
16852,9,905,-73.94595031,40.82767458,919,Laundry Service,19,1,116
16855,176,2084,-73.98632169,40.72748642,2084,Neighborhood,4,1,79
16859,223,5893,-73.84536,40.709754,5892,Pizza Place,2,4,95
16861,176,5328,-73.99274826,40.72862469,2084,Neighborhood,4,1,113
16864,54,2767,-73.98486528,40.7708529,2766,College Academic Building,250,1,142
16868,1,148,-73.85724746,40.84166285,147,Residential Building (Apartment / Condo),17,2,182
16869,153,743,-73.83224487,40.72540497,4973,Neighborhood,4,4,93
16872,45,2441,-73.98362563,40.75045645,1743,Office,52,1,164
16874,153,2222,-73.9503479,40.58475655,743,Road,11,3,150
16877,161,5108,-73.99216295,40.7114172,5103,Building,31,1,45
16878,225,984,-73.99841309,40.72956781,5924,Taxi,175,1,114
16884,39,2259,-73.81592631,40.60837737,2263,Subway,0,4,30
16885,17,1376,-73.87661934,40.89567307,1370,Coffee Shop,63,2,259
16894,45,2446,-73.97983777,40.74627135,2442,Coffee Shop,63,1,170
16896,93,1435,-73.98399867,40.74907894,3741,Coffee Shop,63,1,170
16900,1,149,-73.85997683,40.8378347,148,American Restaurant,41,2,182
16904,11,1067,-73.89235586,40.63687295,1026,Food & Drink Shop,27,3,39
16905,6,699,-73.98246058,40.74435091,702,Building,31,1,170
16906,165,5156,-73.95337805,40.74498346,5155,Other Great Outdoors,1,4,145
16907,31,1959,-73.74500747,40.76581056,1958,Deli / Bodega,9,4,64
16908,124,1663,-74.00671275,40.73290856,4458,Subway,0,1,158
16911,4,364,-73.9737713,40.75371248,413,Library,87,1,162
16918,65,3127,-73.9825065,40.76753157,248,Drugstore / Pharmacy,7,1,142
16919,35,2125,-73.84644063,40.78419821,2124,Laundry Service,19,4,53
16920,153,1337,-73.94521952,40.59112794,2222,Neighborhood,4,3,210
16923,39,2270,-73.99107,40.694002,2260,Bank,29,3,33
16926,35,2111,-73.8477874,40.79012656,2125,Home (private),6,4,53
16927,153,2222,-73.9503479,40.58475655,1337,Road,11,3,150
16929,84,3649,-73.99696864,40.57546853,3648,Drugstore / Pharmacy,7,3,55
16932,17,1393,-73.98266719,40.77703357,1374,Drugstore / Pharmacy,7,1,142
16934,153,4975,-73.73199463,40.74335535,2222,Road,11,4,19
16937,63,3038,-73.96537147,40.78716215,3045,Home (private),6,1,43
16940,31,1973,-73.74196776,40.76574588,1959,Gas Station / Garage,71,4,64
16944,11,1038,-73.89276087,40.63730038,1067,Drugstore / Pharmacy,7,3,39
16945,112,4243,-73.98103237,40.76825672,668,Park,12,1,43
16948,6,702,-73.98259259,40.74506169,699,Bank,29,1,170
16949,9,934,-73.94186034,40.82329903,907,Home (private),6,1,42
16950,124,4455,-73.98104875,40.72098907,4468,Deli / Bodega,9,1,4
16953,29,1243,-73.99128147,40.73743415,251,Bar,151,1,234
16954,225,2473,-73.98363711,40.74739936,5919,Mediterranean Restaurant,261,1,164
16955,161,5109,-73.99130443,40.71083121,5108,Food & Drink Shop,27,1,232
16956,45,2444,-73.98124962,40.74731746,2446,Deli / Bodega,9,1,164
16957,26,1744,-73.98778617,40.75209302,1731,Salad Place,136,1,100
16958,200,5625,-73.96387054,40.81063408,5621,Office,52,1,166
16960,29,1873,-73.95118535,40.8101151,1243,Bank,29,1,41
16961,161,5108,-73.99216295,40.7114172,5109,Building,31,1,45
16964,40,2294,-73.99783442,40.59875643,2291,Office,52,3,11
16965,29,1755,-73.985457,40.758328,1873,Hotel,40,1,230
16966,131,4604,-73.99122982,40.75303705,3998,Student Center,259,1,100
16967,6,715,-73.98388825,40.74364391,702,French Restaurant,155,1,164
16969,200,5626,-73.94258022,40.79019211,5625,Burger Joint,73,1,75
16971,4,366,-73.97297925,40.75290467,364,Bar,103,1,162
16972,27,1791,-73.96622955,40.80492717,1774,Bank,29,1,166
16976,17,92,-73.99357639,40.7507948,1378,Train Station,21,1,186
16977,40,210,-73.9775978,40.68430738,2294,Subway,0,3,97
16978,9,740,-73.95039082,40.82650767,934,Subway,0,1,116
16979,27,1796,-73.97350073,40.79157298,1791,Cupcake Shop,223,1,238
16981,40,2290,-73.97945324,40.68667714,210,Office,102,3,25
16983,63,3067,-73.977499,40.77693,3038,BBQ Joint,168,1,142
16984,9,917,-73.88307006,40.82477735,740,Home (private),6,2,212
16985,200,5627,-73.98467015,40.69438343,5626,Government Building,55,3,65
16988,55,2791,-73.95833015,40.75912297,2788,Bridge,82,1,140
16989,36,2155,-73.82696629,40.85196219,2150,Park,12,2,184
16990,4,416,-73.92148733,40.7666966,366,Subway,0,4,7
16991,127,3834,-73.98142179,40.77255197,4516,Office,52,1,142
16993,54,2768,-73.98431432,40.77095773,2770,Law School,278,1,142
16995,200,5620,-73.94523852,40.71158573,5627,Bar,151,3,80
16996,71,53,-74.01193142,40.71267093,3293,Train Station,21,1,261
16999,176,5329,-73.958476,40.717098,263,Clothing Store,133,3,255
17000,84,3635,-73.98017065,40.68670036,3649,Church,160,3,25
17003,98,3954,-73.93252915,40.85092995,3943,Caribbean Restaurant,92,1,243
17005,17,1392,-73.98478493,40.77433764,92,Library,87,1,143
17006,36,2156,-73.82898331,40.85189726,2155,Food & Drink Shop,135,2,183
17007,230,661,-73.98373696,40.74404465,5970,Coffee Shop,63,1,164
17008,176,5330,-73.99474919,40.72468946,5329,Gastropub,139,1,144
17012,84,3648,-74.0144767,40.63434459,3635,Donut Shop,149,3,227
17013,161,4833,-73.99284819,40.71098737,5108,Government Building,308,1,45
17014,161,5102,-73.99296284,40.71146733,4833,Athletic & Sport,321,1,45
17015,84,3644,-74.014235,40.634953,3648,Church,160,3,227
17016,91,1832,-73.99480513,40.74015544,496,Furniture / Home Store,62,1,90
17017,4,400,-73.910857,40.76600249,416,Automotive Shop,68,4,7
17021,0,1,-73.94942887,40.71430292,18,Other Great Outdoors,1,3,80
17022,105,511,-73.98914047,40.75845677,4112,Burger Joint,73,1,48
17023,114,953,-73.99154663,40.7572213,4282,Bus Station,30,1,48
17024,43,2400,-73.90576441,40.64060641,2401,Bus Station,5,3,39
17028,7,768,-73.81906986,40.66992984,768,Neighborhood,4,4,216
17030,158,5044,-73.93525593,40.84336374,762,General Entertainment,18,1,244
17033,37,2171,-73.80350574,40.81010861,2171,Bar,151,2,208
17035,11,1020,-73.90067339,40.64365659,1022,Neighborhood,4,3,39
17036,163,3984,-73.86778111,40.85432363,5140,Gym / Fitness Center,66,2,185
17038,91,1122,-73.98877356,40.75697438,1832,Movie Theater,122,1,230
17042,20,1521,-73.98728142,40.69179254,1518,Neighborhood,4,3,65
17045,35,2098,-73.8477874,40.79012656,2102,Home (private),6,4,53
17046,87,3710,-73.75841843,40.76197305,2136,Scenic Lookout,177,4,64
17047,38,1882,-74.07295704,40.64440554,2209,Ferry,248,5,206
17049,38,2192,-74.08288386,40.62578449,1882,Home (private),6,5,221
17052,9,937,-73.8616652,40.8329392,929,Bus Station,5,2,212
17053,8,703,-73.98262024,40.74673676,798,Other Great Outdoors,1,1,164
17054,14,1238,-73.98922694,40.731698,1240,Music Venue,43,1,79
17056,163,5136,-73.868797,40.85776,3984,Office,52,2,31
17057,91,1149,-73.99042064,40.75719228,1122,Road,11,1,48
17059,163,5137,-73.884513,40.856689,5136,Residential Building (Apartment / Condo),17,2,20
17061,9,909,-73.93786213,40.80463955,937,Bus Station,5,1,74
17062,43,2392,-73.98163319,40.73059222,2400,Subway,0,1,79
17066,245,6111,-73.81729761,40.66051124,6107,Office,102,4,132
17068,9,904,-73.94511224,40.82844242,910,Deli / Bodega,9,1,116
17070,7,743,-73.83224487,40.72540497,768,Neighborhood,4,4,93
17072,9,915,-73.95093853,40.825898,912,Bank,29,1,116
17073,180,5382,-73.831785,40.70637,2947,Bus Station,30,4,134
17077,5,622,-73.91844295,40.83376112,605,Subway,0,2,247
17083,4,380,-73.91382522,40.76548389,400,Burger Joint,73,4,7
17084,180,5374,-73.7761834,40.6458116,496,Airport,57,4,132
17089,245,6107,-74.1063776,40.60927923,6111,Home (private),6,5,118
17090,105,2542,-73.99150372,40.73001497,511,Coffee Shop,63,1,113
17093,4,412,-73.973799,40.753825,380,Japanese Restaurant,114,1,162
17095,63,3073,-73.73549223,40.6619871,3067,Neighborhood,4,4,203
17098,16,1337,-73.94521952,40.59112794,1339,Neighborhood,4,3,210
17099,99,2093,-73.95584619,40.77950086,3990,Subway,0,1,236
17101,11,1040,-73.97264242,40.7648764,1058,Subway,0,1,43
17103,63,1213,-73.79992962,40.70253725,3073,Bus Station,30,4,130
17106,121,4415,-73.801885,40.76162,4413,Train Station,21,4,171
17108,161,5109,-73.99130443,40.71083121,5102,Food & Drink Shop,27,1,232
17111,105,4124,-73.98560562,40.75574127,2542,Building,31,1,230
17117,17,1373,-73.878341,40.88662326,1392,Pizza Place,2,2,240
17118,121,4413,-73.98232858,40.74610294,4415,Office,52,1,164
17119,63,3043,-73.96144836,40.7984262,1213,Residential Building (Apartment / Condo),17,1,151
17120,20,1482,-73.95177658,40.68990543,1521,Subway,0,3,17
17121,26,1729,-73.93010371,40.86107855,1744,Home (private),6,1,243
17122,6,686,-73.98277624,40.74426312,702,Electronics Store,28,1,170
17126,16,1348,-73.98853826,40.71039865,1338,River,225,1,232
17130,9,913,-73.94570922,40.82723997,915,Deli / Bodega,9,1,116
17132,31,1956,-73.74941826,40.76806171,1973,Train Station,37,4,64
17133,16,1335,-73.97569973,40.75270452,1348,Office,52,1,162
17135,62,1965,-73.79473686,40.7216647,3028,University,182,4,121
17143,5,491,-73.91528348,40.83249835,622,School,51,2,69
17145,4,437,-73.97977361,40.63948697,412,Ice Cream Shop,91,3,133
17146,176,5331,-73.99675057,40.72518463,5330,Office,52,1,144
17150,38,2240,-74.17727105,40.61361892,2229,Office,52,5,23
17151,161,5116,-73.99140199,40.71334219,5109,College Academic Building,204,1,232
17154,153,4971,-73.78209513,40.76701676,4975,Bagel Shop,22,4,16
17155,112,4243,-73.98103237,40.76825672,4238,Park,12,1,43
